'sample interval','MLII','V5'
38083,-0.23,-0.125
38084,-0.245,-0.135
38085,-0.255,-0.155
38086,-0.265,-0.15
38087,-0.24,-0.145
38088,-0.245,-0.13
38089,-0.235,-0.145
38090,-0.235,-0.165
38091,-0.25,-0.19
38092,-0.25,-0.19
38093,-0.24,-0.175
38094,-0.235,-0.17
38095,-0.25,-0.155
38096,-0.26,-0.185
38097,-0.26,-0.195
38098,-0.27,-0.195
38099,-0.265,-0.17
38100,-0.25,-0.16
38101,-0.265,-0.15
38102,-0.27,-0.165
38103,-0.265,-0.18
38104,-0.265,-0.18
38105,-0.245,-0.155
38106,-0.235,-0.14
38107,-0.25,-0.135
38108,-0.24,-0.155
38109,-0.245,-0.16
38110,-0.26,-0.16
38111,-0.25,-0.135
38112,-0.245,-0.125
38113,-0.23,-0.14
38114,-0.24,-0.145
38115,-0.25,-0.155
38116,-0.26,-0.15
38117,-0.24,-0.14
38118,-0.23,-0.135
38119,-0.235,-0.135
38120,-0.23,-0.13
38121,-0.23,-0.15
38122,-0.255,-0.155
38123,-0.26,-0.14
38124,-0.24,-0.135
38125,-0.23,-0.14
38126,-0.24,-0.145
38127,-0.225,-0.16
38128,-0.23,-0.145
38129,-0.23,-0.145
38130,-0.225,-0.125
38131,-0.235,-0.13
38132,-0.225,-0.15
38133,-0.215,-0.175
38134,-0.22,-0.175
38135,-0.205,-0.17
38136,-0.21,-0.17
38137,-0.2,-0.175
38138,-0.21,-0.18
38139,-0.22,-0.19
38140,-0.225,-0.195
38141,-0.225,-0.18
38142,-0.205,-0.17
38143,-0.205,-0.175
38144,-0.22,-0.18
38145,-0.21,-0.19
38146,-0.21,-0.19
38147,-0.21,-0.18
38148,-0.2,-0.165
38149,-0.2,-0.155
38150,-0.205,-0.15
38151,-0.2,-0.165
38152,-0.205,-0.165
38153,-0.19,-0.155
38154,-0.185,-0.14
38155,-0.18,-0.15
38156,-0.19,-0.15
38157,-0.19,-0.155
38158,-0.21,-0.15
38159,-0.195,-0.15
38160,-0.185,-0.15
38161,-0.18,-0.145
38162,-0.19,-0.16
38163,-0.195,-0.155
38164,-0.205,-0.16
38165,-0.19,-0.16
38166,-0.17,-0.14
38167,-0.17,-0.14
38168,-0.165,-0.16
38169,-0.19,-0.155
38170,-0.195,-0.15
38171,-0.195,-0.155
38172,-0.19,-0.145
38173,-0.185,-0.13
38174,-0.18,-0.14
38175,-0.19,-0.165
38176,-0.19,-0.16
38177,-0.19,-0.165
38178,-0.18,-0.175
38179,-0.17,-0.17
38180,-0.175,-0.17
38181,-0.175,-0.185
38182,-0.17,-0.19
38183,-0.175,-0.185
38184,-0.155,-0.18
38185,-0.145,-0.175
38186,-0.17,-0.18
38187,-0.175,-0.185
38188,-0.165,-0.185
38189,-0.16,-0.17
38190,-0.14,-0.17
38191,-0.12,-0.175
38192,-0.125,-0.165
38193,-0.14,-0.16
38194,-0.14,-0.155
38195,-0.13,-0.16
38196,-0.1,-0.15
38197,-0.065,-0.145
38198,-0.045,-0.13
38199,-0.01,-0.14
38200,0,-0.145
38201,0.015,-0.135
38202,0.015,-0.14
38203,0,-0.14
38204,-0.01,-0.145
38205,-0.015,-0.155
38206,-0.035,-0.15
38207,-0.05,-0.15
38208,-0.045,-0.155
38209,-0.045,-0.145
38210,-0.05,-0.14
38211,-0.065,-0.15
38212,-0.09,-0.15
38213,-0.08,-0.155
38214,-0.07,-0.145
38215,-0.07,-0.155
38216,-0.09,-0.155
38217,-0.115,-0.16
38218,-0.145,-0.155
38219,-0.155,-0.17
38220,-0.15,-0.17
38221,-0.14,-0.18
38222,-0.15,-0.18
38223,-0.165,-0.185
38224,-0.175,-0.19
38225,-0.17,-0.185
38226,-0.17,-0.19
38227,-0.165,-0.19
38228,-0.175,-0.19
38229,-0.2,-0.19
38230,-0.185,-0.195
38231,-0.18,-0.19
38232,-0.175,-0.18
38233,-0.18,-0.19
38234,-0.195,-0.195
38235,-0.2,-0.195
38236,-0.21,-0.185
38237,-0.195,-0.17
38238,-0.165,-0.165
38239,-0.17,-0.17
38240,-0.175,-0.175
38241,-0.195,-0.17
38242,-0.215,-0.17
38243,-0.235,-0.155
38244,-0.25,-0.16
38245,-0.245,-0.155
38246,-0.255,-0.16
38247,-0.23,-0.16
38248,-0.14,-0.145
38249,0.05,-0.15
38250,0.255,-0.15
38251,0.495,-0.16
38252,0.76,-0.18
38253,1.035,-0.205
38254,1.225,-0.24
38255,1.255,-0.255
38256,1.085,-0.29
38257,0.835,-0.315
38258,0.59,-0.32
38259,0.37,-0.29
38260,0.185,-0.23
38261,0.105,-0.17
38262,0.06,-0.13
38263,0.005,-0.15
38264,-0.06,-0.16
38265,-0.055,-0.19
38266,-0.07,-0.19
38267,-0.09,-0.18
38268,-0.105,-0.18
38269,-0.135,-0.2
38270,-0.185,-0.2
38271,-0.215,-0.215
38272,-0.23,-0.205
38273,-0.22,-0.195
38274,-0.22,-0.185
38275,-0.215,-0.195
38276,-0.245,-0.2
38277,-0.255,-0.2
38278,-0.255,-0.195
38279,-0.26,-0.18
38280,-0.255,-0.17
38281,-0.255,-0.18
38282,-0.26,-0.19
38283,-0.27,-0.19
38284,-0.275,-0.18
38285,-0.25,-0.155
38286,-0.24,-0.155
38287,-0.245,-0.165
38288,-0.255,-0.175
38289,-0.26,-0.165
38290,-0.275,-0.16
38291,-0.27,-0.145
38292,-0.26,-0.15
38293,-0.255,-0.16
38294,-0.25,-0.16
38295,-0.25,-0.17
38296,-0.255,-0.16
38297,-0.25,-0.145
38298,-0.235,-0.145
38299,-0.235,-0.16
38300,-0.24,-0.165
38301,-0.25,-0.165
38302,-0.265,-0.175
38303,-0.26,-0.16
38304,-0.25,-0.14
38305,-0.245,-0.16
38306,-0.25,-0.16
38307,-0.255,-0.18
38308,-0.26,-0.165
38309,-0.25,-0.165
38310,-0.23,-0.155
38311,-0.215,-0.165
38312,-0.23,-0.21
38313,-0.23,-0.21
38314,-0.25,-0.19
38315,-0.235,-0.175
38316,-0.235,-0.175
38317,-0.245,-0.185
38318,-0.245,-0.205
38319,-0.255,-0.21
38320,-0.245,-0.205
38321,-0.23,-0.195
38322,-0.21,-0.175
38323,-0.2,-0.19
38324,-0.215,-0.185
38325,-0.22,-0.19
38326,-0.225,-0.18
38327,-0.23,-0.16
38328,-0.215,-0.14
38329,-0.2,-0.155
38330,-0.185,-0.165
38331,-0.19,-0.175
38332,-0.195,-0.175
38333,-0.19,-0.16
38334,-0.18,-0.14
38335,-0.165,-0.145
38336,-0.155,-0.155
38337,-0.16,-0.175
38338,-0.16,-0.18
38339,-0.15,-0.145
38340,-0.135,-0.13
38341,-0.115,-0.14
38342,-0.11,-0.16
38343,-0.11,-0.175
38344,-0.11,-0.17
38345,-0.1,-0.155
38346,-0.07,-0.135
38347,-0.055,-0.15
38348,-0.04,-0.17
38349,-0.05,-0.175
38350,-0.05,-0.175
38351,-0.04,-0.16
38352,-0.02,-0.16
38353,0,-0.175
38354,0,-0.19
38355,0.005,-0.22
38356,0,-0.215
38357,0.02,-0.205
38358,0.03,-0.18
38359,0.035,-0.195
38360,0.01,-0.21
38361,0.025,-0.225
38362,0.03,-0.22
38363,0.045,-0.21
38364,0.06,-0.195
38365,0.06,-0.2
38366,0.06,-0.205
38367,0.035,-0.225
38368,0.04,-0.205
38369,0.045,-0.185
38370,0.045,-0.175
38371,0.035,-0.18
38372,0.015,-0.185
38373,-0.005,-0.195
38374,-0.025,-0.19
38375,-0.03,-0.165
38376,-0.02,-0.15
38377,-0.05,-0.155
38378,-0.065,-0.165
38379,-0.065,-0.165
38380,-0.08,-0.17
38381,-0.075,-0.165
38382,-0.085,-0.14
38383,-0.11,-0.145
38384,-0.11,-0.155
38385,-0.125,-0.16
38386,-0.135,-0.145
38387,-0.145,-0.145
38388,-0.135,-0.125
38389,-0.12,-0.135
38390,-0.13,-0.15
38391,-0.135,-0.155
38392,-0.15,-0.145
38393,-0.16,-0.135
38394,-0.16,-0.125
38395,-0.15,-0.135
38396,-0.15,-0.17
38397,-0.15,-0.175
38398,-0.145,-0.185
38399,-0.145,-0.17
38400,-0.155,-0.165
38401,-0.155,-0.18
38402,-0.16,-0.2
38403,-0.17,-0.19
38404,-0.175,-0.195
38405,-0.175,-0.18
38406,-0.16,-0.16
38407,-0.145,-0.17
38408,-0.16,-0.18
38409,-0.16,-0.185
38410,-0.18,-0.16
38411,-0.165,-0.155
38412,-0.155,-0.13
38413,-0.15,-0.155
38414,-0.16,-0.14
38415,-0.18,-0.15
38416,-0.17,-0.15
38417,-0.175,-0.13
38418,-0.165,-0.135
38419,-0.15,-0.145
38420,-0.14,-0.14
38421,-0.14,-0.15
38422,-0.155,-0.145
38423,-0.18,-0.135
38424,-0.16,-0.14
38425,-0.145,-0.145
38426,-0.13,-0.145
38427,-0.135,-0.145
38428,-0.155,-0.15
38429,-0.155,-0.12
38430,-0.14,-0.12
38431,-0.13,-0.135
38432,-0.14,-0.13
38433,-0.14,-0.155
38434,-0.15,-0.15
38435,-0.15,-0.14
38436,-0.135,-0.14
38437,-0.135,-0.15
38438,-0.135,-0.165
38439,-0.135,-0.17
38440,-0.145,-0.175
38441,-0.145,-0.17
38442,-0.13,-0.18
38443,-0.12,-0.175
38444,-0.135,-0.19
38445,-0.145,-0.185
38446,-0.145,-0.18
38447,-0.14,-0.165
38448,-0.125,-0.175
38449,-0.135,-0.175
38450,-0.135,-0.19
38451,-0.14,-0.175
38452,-0.16,-0.16
38453,-0.15,-0.155
38454,-0.145,-0.16
38455,-0.13,-0.155
38456,-0.135,-0.15
38457,-0.145,-0.15
38458,-0.16,-0.13
38459,-0.145,-0.125
38460,-0.13,-0.13
38461,-0.115,-0.15
38462,-0.115,-0.155
38463,-0.12,-0.145
38464,-0.12,-0.15
38465,-0.13,-0.125
38466,-0.125,-0.125
38467,-0.145,-0.14
38468,-0.14,-0.145
38469,-0.135,-0.15
38470,-0.135,-0.145
38471,-0.14,-0.13
38472,-0.13,-0.125
38473,-0.125,-0.15
38474,-0.115,-0.145
38475,-0.125,-0.145
38476,-0.135,-0.15
38477,-0.14,-0.135
38478,-0.13,-0.13
38479,-0.125,-0.15
38480,-0.125,-0.15
38481,-0.135,-0.15
38482,-0.135,-0.165
38483,-0.13,-0.16
38484,-0.13,-0.16
38485,-0.125,-0.17
38486,-0.115,-0.18
38487,-0.115,-0.18
38488,-0.12,-0.18
38489,-0.115,-0.165
38490,-0.105,-0.165
38491,-0.1,-0.175
38492,-0.1,-0.175
38493,-0.095,-0.17
38494,-0.11,-0.165
38495,-0.115,-0.15
38496,-0.09,-0.15
38497,-0.07,-0.16
38498,-0.045,-0.155
38499,-0.03,-0.15
38500,-0.025,-0.145
38501,0.01,-0.125
38502,0.015,-0.12
38503,0.04,-0.135
38504,0.03,-0.15
38505,0.01,-0.155
38506,-0.005,-0.15
38507,-0.01,-0.125
38508,0,-0.125
38509,-0.005,-0.145
38510,-0.015,-0.135
38511,-0.02,-0.145
38512,-0.04,-0.15
38513,-0.06,-0.135
38514,-0.06,-0.13
38515,-0.065,-0.14
38516,-0.07,-0.145
38517,-0.095,-0.155
38518,-0.105,-0.15
38519,-0.12,-0.12
38520,-0.11,-0.125
38521,-0.13,-0.15
38522,-0.15,-0.155
38523,-0.16,-0.17
38524,-0.18,-0.155
38525,-0.17,-0.13
38526,-0.16,-0.135
38527,-0.16,-0.16
38528,-0.16,-0.175
38529,-0.185,-0.18
38530,-0.205,-0.185
38531,-0.2,-0.165
38532,-0.17,-0.155
38533,-0.17,-0.155
38534,-0.18,-0.185
38535,-0.195,-0.18
38536,-0.21,-0.185
38537,-0.2,-0.165
38538,-0.2,-0.16
38539,-0.19,-0.18
38540,-0.19,-0.17
38541,-0.19,-0.18
38542,-0.2,-0.16
38543,-0.195,-0.15
38544,-0.215,-0.13
38545,-0.24,-0.14
38546,-0.265,-0.14
38547,-0.25,-0.145
38548,-0.255,-0.145
38549,-0.2,-0.135
38550,-0.06,-0.105
38551,0.12,-0.115
38552,0.325,-0.14
38553,0.575,-0.145
38554,0.875,-0.17
38555,1.14,-0.2
38556,1.225,-0.225
38557,1.11,-0.27
38558,0.835,-0.315
38559,0.58,-0.33
38560,0.35,-0.295
38561,0.18,-0.235
38562,0.08,-0.155
38563,0.065,-0.115
38564,0.025,-0.125
38565,-0.025,-0.145
38566,-0.07,-0.16
38567,-0.07,-0.145
38568,-0.095,-0.13
38569,-0.11,-0.14
38570,-0.16,-0.155
38571,-0.2,-0.175
38572,-0.235,-0.175
38573,-0.25,-0.17
38574,-0.235,-0.16
38575,-0.24,-0.165
38576,-0.24,-0.17
38577,-0.255,-0.185
38578,-0.255,-0.18
38579,-0.265,-0.17
38580,-0.26,-0.16
38581,-0.265,-0.165
38582,-0.255,-0.175
38583,-0.255,-0.185
38584,-0.28,-0.17
38585,-0.28,-0.165
38586,-0.28,-0.13
38587,-0.275,-0.14
38588,-0.27,-0.145
38589,-0.27,-0.16
38590,-0.28,-0.16
38591,-0.275,-0.14
38592,-0.285,-0.12
38593,-0.275,-0.125
38594,-0.28,-0.14
38595,-0.28,-0.155
38596,-0.29,-0.14
38597,-0.275,-0.14
38598,-0.27,-0.115
38599,-0.255,-0.12
38600,-0.26,-0.125
38601,-0.27,-0.15
38602,-0.295,-0.145
38603,-0.29,-0.125
38604,-0.275,-0.12
38605,-0.255,-0.12
38606,-0.245,-0.13
38607,-0.265,-0.14
38608,-0.28,-0.15
38609,-0.265,-0.135
38610,-0.28,-0.115
38611,-0.28,-0.12
38612,-0.27,-0.125
38613,-0.28,-0.145
38614,-0.28,-0.165
38615,-0.285,-0.15
38616,-0.275,-0.13
38617,-0.265,-0.13
38618,-0.265,-0.15
38619,-0.27,-0.16
38620,-0.29,-0.17
38621,-0.27,-0.155
38622,-0.255,-0.145
38623,-0.245,-0.14
38624,-0.25,-0.15
38625,-0.25,-0.16
38626,-0.275,-0.17
38627,-0.26,-0.155
38628,-0.245,-0.15
38629,-0.225,-0.13
38630,-0.24,-0.14
38631,-0.245,-0.145
38632,-0.25,-0.15
38633,-0.245,-0.135
38634,-0.23,-0.12
38635,-0.22,-0.12
38636,-0.225,-0.125
38637,-0.22,-0.135
38638,-0.205,-0.145
38639,-0.185,-0.13
38640,-0.17,-0.12
38641,-0.175,-0.13
38642,-0.18,-0.12
38643,-0.18,-0.135
38644,-0.17,-0.13
38645,-0.155,-0.13
38646,-0.135,-0.12
38647,-0.12,-0.125
38648,-0.12,-0.115
38649,-0.12,-0.13
38650,-0.12,-0.135
38651,-0.095,-0.15
38652,-0.075,-0.13
38653,-0.07,-0.125
38654,-0.07,-0.125
38655,-0.065,-0.15
38656,-0.065,-0.15
38657,-0.045,-0.15
38658,-0.035,-0.135
38659,-0.025,-0.15
38660,-0.015,-0.165
38661,-0.015,-0.17
38662,-0.015,-0.185
38663,-0.02,-0.19
38664,-0.01,-0.17
38665,-0.005,-0.17
38666,0.01,-0.17
38667,0,-0.185
38668,-0.01,-0.205
38669,-0.01,-0.195
38670,-0.015,-0.18
38671,-0.025,-0.17
38672,-0.02,-0.17
38673,-0.03,-0.17
38674,-0.05,-0.175
38675,-0.065,-0.175
38676,-0.075,-0.155
38677,-0.075,-0.15
38678,-0.085,-0.14
38679,-0.105,-0.14
38680,-0.125,-0.14
38681,-0.12,-0.145
38682,-0.12,-0.12
38683,-0.125,-0.115
38684,-0.15,-0.12
38685,-0.16,-0.125
38686,-0.18,-0.13
38687,-0.185,-0.125
38688,-0.175,-0.115
38689,-0.17,-0.12
38690,-0.175,-0.12
38691,-0.195,-0.13
38692,-0.21,-0.13
38693,-0.21,-0.12
38694,-0.21,-0.105
38695,-0.205,-0.11
38696,-0.21,-0.1
38697,-0.215,-0.12
38698,-0.215,-0.125
38699,-0.205,-0.12
38700,-0.205,-0.11
38701,-0.2,-0.125
38702,-0.21,-0.12
38703,-0.235,-0.145
38704,-0.235,-0.15
38705,-0.225,-0.14
38706,-0.215,-0.135
38707,-0.21,-0.125
38708,-0.225,-0.145
38709,-0.225,-0.16
38710,-0.24,-0.16
38711,-0.225,-0.145
38712,-0.22,-0.13
38713,-0.21,-0.125
38714,-0.215,-0.135
38715,-0.22,-0.15
38716,-0.22,-0.135
38717,-0.23,-0.125
38718,-0.225,-0.1
38719,-0.215,-0.115
38720,-0.205,-0.115
38721,-0.21,-0.13
38722,-0.205,-0.135
38723,-0.215,-0.105
38724,-0.195,-0.1
38725,-0.19,-0.115
38726,-0.185,-0.12
38727,-0.195,-0.125
38728,-0.22,-0.12
38729,-0.225,-0.115
38730,-0.21,-0.11
38731,-0.195,-0.115
38732,-0.19,-0.135
38733,-0.205,-0.135
38734,-0.215,-0.125
38735,-0.205,-0.105
38736,-0.2,-0.09
38737,-0.2,-0.115
38738,-0.195,-0.125
38739,-0.215,-0.13
38740,-0.225,-0.13
38741,-0.225,-0.115
38742,-0.205,-0.115
38743,-0.205,-0.14
38744,-0.2,-0.155
38745,-0.215,-0.175
38746,-0.22,-0.155
38747,-0.22,-0.145
38748,-0.22,-0.135
38749,-0.21,-0.145
38750,-0.23,-0.17
38751,-0.23,-0.175
38752,-0.24,-0.165
38753,-0.215,-0.14
38754,-0.215,-0.14
38755,-0.22,-0.14
38756,-0.225,-0.15
38757,-0.225,-0.155
38758,-0.235,-0.145
38759,-0.22,-0.125
38760,-0.205,-0.12
38761,-0.205,-0.13
38762,-0.21,-0.135
38763,-0.225,-0.145
38764,-0.245,-0.125
38765,-0.235,-0.11
38766,-0.235,-0.12
38767,-0.225,-0.125
38768,-0.22,-0.125
38769,-0.225,-0.135
38770,-0.23,-0.13
38771,-0.225,-0.115
38772,-0.215,-0.11
38773,-0.2,-0.125
38774,-0.215,-0.125
38775,-0.225,-0.115
38776,-0.24,-0.12
38777,-0.235,-0.115
38778,-0.235,-0.115
38779,-0.225,-0.125
38780,-0.24,-0.135
38781,-0.22,-0.135
38782,-0.2,-0.14
38783,-0.195,-0.135
38784,-0.2,-0.125
38785,-0.195,-0.14
38786,-0.19,-0.155
38787,-0.19,-0.16
38788,-0.195,-0.16
38789,-0.195,-0.145
38790,-0.19,-0.16
38791,-0.19,-0.165
38792,-0.165,-0.17
38793,-0.16,-0.155
38794,-0.15,-0.155
38795,-0.11,-0.135
38796,-0.065,-0.14
38797,-0.04,-0.145
38798,-0.04,-0.14
38799,-0.05,-0.145
38800,-0.07,-0.125
38801,-0.07,-0.125
38802,-0.075,-0.115
38803,-0.05,-0.13
38804,-0.075,-0.13
38805,-0.095,-0.135
38806,-0.105,-0.14
38807,-0.11,-0.12
38808,-0.11,-0.12
38809,-0.115,-0.12
38810,-0.135,-0.13
38811,-0.15,-0.135
38812,-0.17,-0.12
38813,-0.18,-0.115
38814,-0.19,-0.115
38815,-0.21,-0.125
38816,-0.235,-0.13
38817,-0.24,-0.12
38818,-0.23,-0.12
38819,-0.24,-0.125
38820,-0.225,-0.115
38821,-0.23,-0.115
38822,-0.23,-0.125
38823,-0.245,-0.13
38824,-0.27,-0.125
38825,-0.255,-0.115
38826,-0.26,-0.13
38827,-0.255,-0.15
38828,-0.27,-0.15
38829,-0.27,-0.155
38830,-0.27,-0.15
38831,-0.26,-0.165
38832,-0.255,-0.155
38833,-0.265,-0.155
38834,-0.275,-0.16
38835,-0.275,-0.165
38836,-0.275,-0.17
38837,-0.28,-0.165
38838,-0.295,-0.15
38839,-0.305,-0.16
38840,-0.32,-0.145
38841,-0.345,-0.14
38842,-0.34,-0.135
38843,-0.305,-0.125
38844,-0.175,-0.125
38845,0.005,-0.13
38846,0.215,-0.12
38847,0.455,-0.13
38848,0.755,-0.145
38849,1.01,-0.185
38850,1.075,-0.23
38851,0.91,-0.275
38852,0.625,-0.3
38853,0.36,-0.295
38854,0.16,-0.235
38855,0.035,-0.165
38856,-0.005,-0.125
38857,-0.045,-0.1
38858,-0.105,-0.095
38859,-0.13,-0.115
38860,-0.155,-0.105
38861,-0.175,-0.11
38862,-0.205,-0.105
38863,-0.235,-0.105
38864,-0.275,-0.11
38865,-0.32,-0.1
38866,-0.35,-0.125
38867,-0.34,-0.11
38868,-0.325,-0.11
38869,-0.325,-0.11
38870,-0.33,-0.12
38871,-0.35,-0.125
38872,-0.37,-0.14
38873,-0.36,-0.14
38874,-0.345,-0.14
38875,-0.345,-0.145
38876,-0.35,-0.145
38877,-0.36,-0.13
38878,-0.375,-0.145
38879,-0.37,-0.15
38880,-0.36,-0.145
38881,-0.36,-0.145
38882,-0.365,-0.13
38883,-0.375,-0.14
38884,-0.375,-0.14
38885,-0.385,-0.125
38886,-0.365,-0.115
38887,-0.36,-0.12
38888,-0.355,-0.11
38889,-0.365,-0.11
38890,-0.38,-0.12
38891,-0.375,-0.12
38892,-0.36,-0.1
38893,-0.355,-0.105
38894,-0.355,-0.1
38895,-0.345,-0.105
38896,-0.375,-0.115
38897,-0.37,-0.115
38898,-0.355,-0.105
38899,-0.345,-0.105
38900,-0.355,-0.09
38901,-0.375,-0.11
38902,-0.38,-0.11
38903,-0.35,-0.115
38904,-0.35,-0.095
38905,-0.345,-0.105
38906,-0.355,-0.095
38907,-0.38,-0.12
38908,-0.375,-0.11
38909,-0.375,-0.11
38910,-0.355,-0.1
38911,-0.35,-0.105
38912,-0.36,-0.105
38913,-0.36,-0.125
38914,-0.36,-0.145
38915,-0.365,-0.145
38916,-0.35,-0.135
38917,-0.32,-0.125
38918,-0.325,-0.125
38919,-0.335,-0.14
38920,-0.35,-0.155
38921,-0.335,-0.14
38922,-0.32,-0.125
38923,-0.305,-0.12
38924,-0.32,-0.125
38925,-0.34,-0.145
38926,-0.36,-0.14
38927,-0.33,-0.13
38928,-0.31,-0.115
38929,-0.29,-0.11
38930,-0.285,-0.105
38931,-0.275,-0.11
38932,-0.275,-0.12
38933,-0.27,-0.12
38934,-0.27,-0.095
38935,-0.255,-0.1
38936,-0.225,-0.11
38937,-0.225,-0.13
38938,-0.24,-0.125
38939,-0.21,-0.115
38940,-0.19,-0.1
38941,-0.175,-0.115
38942,-0.17,-0.095
38943,-0.18,-0.115
38944,-0.18,-0.12
38945,-0.16,-0.11
38946,-0.14,-0.1
38947,-0.125,-0.115
38948,-0.12,-0.11
38949,-0.125,-0.13
38950,-0.13,-0.125
38951,-0.12,-0.13
38952,-0.105,-0.11
38953,-0.085,-0.115
38954,-0.1,-0.13
38955,-0.1,-0.16
38956,-0.13,-0.175
38957,-0.12,-0.17
38958,-0.11,-0.145
38959,-0.115,-0.14
38960,-0.125,-0.16
38961,-0.15,-0.165
38962,-0.17,-0.165
38963,-0.17,-0.16
38964,-0.15,-0.135
38965,-0.155,-0.13
38966,-0.175,-0.15
38967,-0.205,-0.16
38968,-0.225,-0.15
38969,-0.225,-0.125
38970,-0.23,-0.11
38971,-0.245,-0.11
38972,-0.25,-0.11
38973,-0.255,-0.13
38974,-0.28,-0.125
38975,-0.29,-0.1
38976,-0.29,-0.09
38977,-0.265,-0.085
38978,-0.26,-0.095
38979,-0.285,-0.12
38980,-0.285,-0.12
38981,-0.285,-0.09
38982,-0.275,-0.08
38983,-0.29,-0.085
38984,-0.3,-0.095
38985,-0.32,-0.115
38986,-0.305,-0.115
38987,-0.3,-0.1
38988,-0.29,-0.09
38989,-0.29,-0.08
38990,-0.285,-0.1
38991,-0.3,-0.1
38992,-0.31,-0.105
38993,-0.325,-0.09
38994,-0.315,-0.085
38995,-0.29,-0.09
38996,-0.28,-0.12
38997,-0.29,-0.135
38998,-0.305,-0.135
38999,-0.305,-0.12
39000,-0.285,-0.115
39001,-0.285,-0.125
39002,-0.285,-0.135
39003,-0.295,-0.14
39004,-0.3,-0.125
39005,-0.295,-0.125
39006,-0.295,-0.12
39007,-0.275,-0.12
39008,-0.285,-0.13
39009,-0.275,-0.125
39010,-0.28,-0.115
39011,-0.275,-0.09
39012,-0.27,-0.09
39013,-0.27,-0.1
39014,-0.265,-0.1
39015,-0.29,-0.1
39016,-0.285,-0.085
39017,-0.28,-0.085
39018,-0.255,-0.08
39019,-0.255,-0.105
39020,-0.26,-0.095
39021,-0.28,-0.11
39022,-0.28,-0.105
39023,-0.265,-0.085
39024,-0.26,-0.095
39025,-0.26,-0.105
39026,-0.275,-0.09
39027,-0.27,-0.09
39028,-0.265,-0.1
39029,-0.265,-0.095
39030,-0.265,-0.09
39031,-0.25,-0.105
39032,-0.26,-0.09
39033,-0.27,-0.095
39034,-0.28,-0.095
39035,-0.275,-0.095
39036,-0.265,-0.105
39037,-0.26,-0.115
39038,-0.27,-0.115
39039,-0.27,-0.125
39040,-0.295,-0.145
39041,-0.3,-0.14
39042,-0.285,-0.145
39043,-0.265,-0.12
39044,-0.265,-0.14
39045,-0.28,-0.14
39046,-0.29,-0.155
39047,-0.285,-0.145
39048,-0.275,-0.13
39049,-0.26,-0.105
39050,-0.27,-0.11
39051,-0.27,-0.115
39052,-0.275,-0.115
39053,-0.28,-0.11
39054,-0.265,-0.08
39055,-0.27,-0.09
39056,-0.275,-0.09
39057,-0.275,-0.11
39058,-0.295,-0.11
39059,-0.28,-0.095
39060,-0.275,-0.08
39061,-0.27,-0.07
39062,-0.27,-0.075
39063,-0.265,-0.095
39064,-0.285,-0.11
39065,-0.29,-0.09
39066,-0.26,-0.075
39067,-0.25,-0.085
39068,-0.25,-0.095
39069,-0.26,-0.11
39070,-0.26,-0.1
39071,-0.26,-0.085
39072,-0.26,-0.075
39073,-0.24,-0.08
39074,-0.235,-0.09
39075,-0.24,-0.115
39076,-0.26,-0.105
39077,-0.255,-0.09
39078,-0.22,-0.09
39079,-0.185,-0.11
39080,-0.16,-0.13
39081,-0.135,-0.14
39082,-0.12,-0.125
39083,-0.105,-0.125
39084,-0.11,-0.11
39085,-0.115,-0.115
39086,-0.135,-0.14
39087,-0.14,-0.15
39088,-0.15,-0.135
39089,-0.15,-0.12
39090,-0.135,-0.125
39091,-0.145,-0.125
39092,-0.165,-0.12
39093,-0.19,-0.125
39094,-0.215,-0.105
39095,-0.2,-0.1
39096,-0.195,-0.105
39097,-0.2,-0.095
39098,-0.22,-0.105
39099,-0.245,-0.105
39100,-0.28,-0.105
39101,-0.285,-0.105
39102,-0.27,-0.1
39103,-0.27,-0.095
39104,-0.29,-0.105
39105,-0.305,-0.095
39106,-0.305,-0.105
39107,-0.295,-0.09
39108,-0.295,-0.095
39109,-0.29,-0.1
39110,-0.295,-0.1
39111,-0.305,-0.12
39112,-0.32,-0.12
39113,-0.325,-0.105
39114,-0.31,-0.1
39115,-0.305,-0.1
39116,-0.31,-0.115
39117,-0.33,-0.12
39118,-0.34,-0.135
39119,-0.335,-0.14
39120,-0.325,-0.13
39121,-0.325,-0.115
39122,-0.33,-0.12
39123,-0.365,-0.13
39124,-0.385,-0.13
39125,-0.355,-0.125
39126,-0.235,-0.12
39127,-0.035,-0.12
39128,0.215,-0.12
39129,0.485,-0.145
39130,0.785,-0.175
39131,1.025,-0.2
39132,1.015,-0.22
39133,0.795,-0.245
39134,0.505,-0.265
39135,0.24,-0.23
39136,0.05,-0.17
39137,-0.04,-0.105
39138,-0.095,-0.07
39139,-0.14,-0.07
39140,-0.16,-0.09
39141,-0.18,-0.1
39142,-0.215,-0.1
39143,-0.25,-0.09
39144,-0.28,-0.08
39145,-0.3,-0.08
39146,-0.335,-0.095
39147,-0.36,-0.11
39148,-0.4,-0.105
39149,-0.385,-0.09
39150,-0.365,-0.085
39151,-0.355,-0.09
39152,-0.365,-0.095
39153,-0.375,-0.1
39154,-0.39,-0.105
39155,-0.395,-0.095
39156,-0.375,-0.1
39157,-0.37,-0.1
39158,-0.365,-0.12
39159,-0.385,-0.145
39160,-0.395,-0.13
39161,-0.39,-0.125
39162,-0.375,-0.12
39163,-0.35,-0.135
39164,-0.35,-0.135
39165,-0.37,-0.13
